metric,period_month,period_date,org_code,org_name,total_patients,within_62d,breached_62d,compliance_rate
62d_combined,2025-02,2025-02-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,230.0,137.0,93.0,0.5956521739130435
62d_combined,2025-03,2025-03-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,269.5,181.0,88.5,0.6716141001855288
62d_combined,2025-04,2025-04-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,282.0,188.0,94.0,0.6666666666666666
62d_combined,2025-05,2025-05-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,261.5,173.0,88.5,0.6615678776290631
62d_combined,2025-06,2025-06-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,290.5,189.5,101.0,0.6523235800344234
62d_combined,2025-07,2025-07-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,318.0,206.0,112.0,0.6477987421383647
62d_combined,2025-08,2025-08-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,287.0,191.5,95.5,0.6672473867595818
62d_combined,2025-09,2025-09-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,263.0,178.0,85.0,0.6768060836501901
62d_combined,2023-10,2023-10-01,RKE,WHITTINGTON HEALTH NHS TRUST,43.5,22.5,21.0,0.5172413793103449
62d_combined,2023-11,2023-11-01,RKE,WHITTINGTON HEALTH NHS TRUST,66.0,34.0,32.0,0.5151515151515151
62d_combined,2023-12,2023-12-01,RKE,WHITTINGTON HEALTH NHS TRUST,54.0,34.0,20.0,0.6296296296296297
62d_combined,2024-01,2024-01-01,RKE,WHITTINGTON HEALTH NHS TRUST,43.5,25.0,18.5,0.5747126436781609
62d_combined,2024-02,2024-02-01,RKE,WHITTINGTON HEALTH NHS TRUST,52.5,34.0,18.5,0.6476190476190476
62d_combined,2024-03,2024-03-01,RKE,WHITTINGTON HEALTH NHS TRUST,47.5,32.5,15.0,0.6842105263157895
62d_combined,2024-04,2024-04-01,RKE,WHITTINGTON HEALTH NHS TRUST,51.5,29.0,22.5,0.5631067961165048
62d_combined,2024-05,2024-05-01,RKE,WHITTINGTON HEALTH NHS TRUST,55.0,34.0,21.0,0.6181818181818182
62d_combined,2024-06,2024-06-01,RKE,WHITTINGTON HEALTH NHS TRUST,52.5,36.0,16.5,0.6857142857142857
62d_combined,2024-07,2024-07-01,RKE,WHITTINGTON HEALTH NHS TRUST,63.5,43.0,20.5,0.6771653543307087
62d_combined,2024-08,2024-08-01,RKE,WHITTINGTON HEALTH NHS TRUST,55.0,35.5,19.5,0.6454545454545455
62d_combined,2024-09,2024-09-01,RKE,WHITTINGTON HEALTH NHS TRUST,57.5,37.5,20.0,0.6521739130434783
62d_combined,2024-10,2024-10-01,RKE,WHITTINGTON HEALTH NHS TRUST,71.5,44.5,27.0,0.6223776223776224
62d_combined,2024-11,2024-11-01,RKE,WHITTINGTON HEALTH NHS TRUST,60.0,39.5,20.5,0.6583333333333333
62d_combined,2024-12,2024-12-01,RKE,WHITTINGTON HEALTH NHS TRUST,59.5,48.5,11.0,0.8151260504201681
62d_combined,2025-01,2025-01-01,RKE,WHITTINGTON HEALTH NHS TRUST,63.5,46.5,17.0,0.7322834645669292
62d_combined,2025-02,2025-02-01,RKE,WHITTINGTON HEALTH NHS TRUST,61.5,41.5,20.0,0.6747967479674797
62d_combined,2025-03,2025-03-01,RKE,WHITTINGTON HEALTH NHS TRUST,57.5,46.0,11.5,0.8
62d_combined,2025-04,2025-04-01,RKE,WHITTINGTON HEALTH NHS TRUST,51.0,41.0,10.0,0.803921568627451
62d_combined,2025-05,2025-05-01,RKE,WHITTINGTON HEALTH NHS TRUST,58.0,46.0,12.0,0.7931034482758621
62d_combined,2025-06,2025-06-01,RKE,WHITTINGTON HEALTH NHS TRUST,63.5,50.5,13.0,0.7952755905511811
62d_combined,2025-07,2025-07-01,RKE,WHITTINGTON HEALTH NHS TRUST,80.5,66.0,14.5,0.8198757763975155
62d_combined,2025-08,2025-08-01,RKE,WHITTINGTON HEALTH NHS TRUST,48.5,41.5,7.0,0.8556701030927835
62d_combined,2025-09,2025-09-01,RKE,WHITTINGTON HEALTH NHS TRUST,62.0,53.5,8.5,0.8629032258064516
62d_combined,2023-10,2023-10-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2.0,1.0,1.0,0.5
62d_combined,2023-11,2023-11-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0.5,0.0,0.5,0.0
62d_combined,2023-12,2023-12-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,4.0,4.0,0.0,1.0
62d_combined,2024-01,2024-01-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2.0,2.0,0.0,1.0
62d_combined,2024-02,2024-02-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2.0,1.5,0.5,0.75
62d_combined,2024-03,2024-03-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2.0,2.0,0.0,1.0
62d_combined,2024-04,2024-04-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,4.0,2.0,2.0,0.5
62d_combined,2024-05,2024-05-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,3.0,1.5,1.5,0.5
62d_combined,2024-06,2024-06-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2.0,1.5,0.5,0.75
62d_combined,2024-07,2024-07-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,1.5,1.0,0.5,0.6666666666666666
62d_combined,2024-08,2024-08-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,5.0,2.5,2.5,0.5
62d_combined,2024-09,2024-09-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,1.0,0.5,0.5,0.5
62d_combined,2024-10,2024-10-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,4.5,3.0,1.5,0.6666666666666666
62d_combined,2024-11,2024-11-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2.5,1.5,1.0,0.6
62d_combined,2024-12,2024-12-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,6.5,5.5,1.0,0.8461538461538461
62d_combined,2025-01,2025-01-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,3.0,2.0,1.0,0.6666666666666666
62d_combined,2025-02,2025-02-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,7.0,5.5,1.5,0.7857142857142857
62d_combined,2025-03,2025-03-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2.5,1.5,1.0,0.6
62d_combined,2025-04,2025-04-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,1.5,0.5,1.0,0.3333333333333333
62d_combined,2025-05,2025-05-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,1.0,1.0,0.0,1.0
62d_combined,2025-06,2025-06-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,4.5,4.5,0.0,1.0
62d_combined,2025-07,2025-07-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,4.0,3.0,1.0,0.75
62d_combined,2025-08,2025-08-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,3.5,2.0,1.5,0.5714285714285714
62d_combined,2025-09,2025-09-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2.0,1.0,1.0,0.5
62d_combined,2023-10,2023-10-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,260.5,108.0,152.5,0.4145873320537428
62d_combined,2023-11,2023-11-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,261.5,123.0,138.5,0.47036328871892924
62d_combined,2023-12,2023-12-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,230.0,110.0,120.0,0.4782608695652174
62d_combined,2024-01,2024-01-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,260.5,120.5,140.0,0.46257197696737046
62d_combined,2024-02,2024-02-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,233.5,88.0,145.5,0.37687366167023556
62d_combined,2024-03,2024-03-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,234.0,104.5,129.5,0.4465811965811966
62d_combined,2024-04,2024-04-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,259.5,125.0,134.5,0.4816955684007707
62d_combined,2024-05,2024-05-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,285.5,143.0,142.5,0.500875656742557
62d_combined,2024-06,2024-06-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,264.5,151.5,113.0,0.5727788279773157
62d_combined,2024-07,2024-07-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,347.0,184.5,162.5,0.531700288184438
62d_combined,2024-08,2024-08-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,249.0,138.5,110.5,0.5562248995983936
62d_combined,2024-09,2024-09-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,263.5,162.0,101.5,0.6148007590132827
62d_combined,2024-10,2024-10-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,277.5,174.0,103.5,0.6270270270270271
62d_combined,2024-11,2024-11-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,255.5,165.0,90.5,0.6457925636007827
62d_combined,2024-12,2024-12-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,250.5,172.5,78.0,0.688622754491018
62d_combined,2025-01,2025-01-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,288.0,196.5,91.5,0.6822916666666666
62d_combined,2025-02,2025-02-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,231.0,156.0,75.0,0.6753246753246753
62d_combined,2025-03,2025-03-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,230.0,163.0,67.0,0.7086956521739131
62d_combined,2025-04,2025-04-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,264.0,174.5,89.5,0.6609848484848485
62d_combined,2025-05,2025-05-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,257.5,172.5,85.0,0.6699029126213593
62d_combined,2025-06,2025-06-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,210.5,152.5,58.0,0.7244655581947743
62d_combined,2025-07,2025-07-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,330.5,225.5,105.0,0.6822995461422088
62d_combined,2025-08,2025-08-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,229.0,158.0,71.0,0.6899563318777293
62d_combined,2025-09,2025-09-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,268.0,180.0,88.0,0.6716417910447762
62d_combined,2023-10,2023-10-01,RLQ,WYE VALLEY NHS TRUST,97.5,45.5,52.0,0.4666666666666667
62d_combined,2023-11,2023-11-01,RLQ,WYE VALLEY NHS TRUST,94.0,61.5,32.5,0.6542553191489362
62d_combined,2023-12,2023-12-01,RLQ,WYE VALLEY NHS TRUST,67.0,40.5,26.5,0.6044776119402985
62d_combined,2024-01,2024-01-01,RLQ,WYE VALLEY NHS TRUST,81.5,41.5,40.0,0.50920245398773
62d_combined,2024-02,2024-02-01,RLQ,WYE VALLEY NHS TRUST,62.5,44.5,18.0,0.712
62d_combined,2024-03,2024-03-01,RLQ,WYE VALLEY NHS TRUST,94.5,59.5,35.0,0.6296296296296297
62d_combined,2024-04,2024-04-01,RLQ,WYE VALLEY NHS TRUST,72.0,45.5,26.5,0.6319444444444444
62d_combined,2024-05,2024-05-01,RLQ,WYE VALLEY NHS TRUST,104.0,79.0,25.0,0.7596153846153846
62d_combined,2024-06,2024-06-01,RLQ,WYE VALLEY NHS TRUST,84.0,62.0,22.0,0.7380952380952381
62d_combined,2024-07,2024-07-01,RLQ,WYE VALLEY NHS TRUST,115.5,66.5,49.0,0.5757575757575758
62d_combined,2024-08,2024-08-01,RLQ,WYE VALLEY NHS TRUST,102.0,73.5,28.5,0.7205882352941176
62d_combined,2024-09,2024-09-01,RLQ,WYE VALLEY NHS TRUST,93.5,73.0,20.5,0.7807486631016043
62d_combined,2024-10,2024-10-01,RLQ,WYE VALLEY NHS TRUST,96.5,67.0,29.5,0.694300518134715
62d_combined,2024-11,2024-11-01,RLQ,WYE VALLEY NHS TRUST,119.5,87.0,32.5,0.7280334728033473
62d_combined,2024-12,2024-12-01,RLQ,WYE VALLEY NHS TRUST,76.0,59.0,17.0,0.7763157894736842
62d_combined,2025-01,2025-01-01,RLQ,WYE VALLEY NHS TRUST,120.5,86.0,34.5,0.7136929460580913
62d_combined,2025-02,2025-02-01,RLQ,WYE VALLEY NHS TRUST,79.0,55.0,24.0,0.6962025316455697
62d_combined,2025-03,2025-03-01,RLQ,WYE VALLEY NHS TRUST,111.5,77.0,34.5,0.6905829596412556
62d_combined,2025-04,2025-04-01,RLQ,WYE VALLEY NHS TRUST,143.5,105.0,38.5,0.7317073170731707
62d_combined,2025-05,2025-05-01,RLQ,WYE VALLEY NHS TRUST,131.0,101.0,30.0,0.7709923664122137
62d_combined,2025-06,2025-06-01,RLQ,WYE VALLEY NHS TRUST,114.0,78.0,36.0,0.6842105263157895
62d_combined,2025-07,2025-07-01,RLQ,WYE VALLEY NHS TRUST,154.0,107.0,47.0,0.6948051948051948
62d_combined,2025-08,2025-08-01,RLQ,WYE VALLEY NHS TRUST,126.0,89.5,36.5,0.7103174603174603
62d_combined,2025-09,2025-09-01,RLQ,WYE VALLEY NHS TRUST,129.0,93.0,36.0,0.7209302325581395
62d_combined,2023-10,2023-10-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,67.0,37.5,29.5,0.5597014925373134
62d_combined,2023-11,2023-11-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,58.0,28.0,30.0,0.4827586206896552
62d_combined,2023-12,2023-12-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,64.5,34.0,30.5,0.5271317829457365
62d_combined,2024-01,2024-01-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,72.5,36.5,36.0,0.503448275862069
62d_combined,2024-02,2024-02-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,60.0,36.0,24.0,0.6
62d_combined,2024-03,2024-03-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,54.5,35.5,19.0,0.6513761467889908
62d_combined,2024-04,2024-04-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,57.0,39.0,18.0,0.6842105263157895
62d_combined,2024-05,2024-05-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,63.5,30.5,33.0,0.48031496062992124
62d_combined,2024-06,2024-06-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,69.0,41.0,28.0,0.5942028985507246
62d_combined,2024-07,2024-07-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,53.5,38.0,15.5,0.7102803738317757
62d_combined,2024-08,2024-08-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,51.0,37.5,13.5,0.7352941176470589
62d_combined,2024-09,2024-09-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,59.5,46.0,13.5,0.773109243697479
62d_combined,2024-10,2024-10-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,62.5,40.5,22.0,0.648
62d_combined,2024-11,2024-11-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,48.5,32.5,16.0,0.6701030927835051
62d_combined,2024-12,2024-12-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,62.5,38.5,24.0,0.616
62d_combined,2025-01,2025-01-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,55.0,28.5,26.5,0.5181818181818182
62d_combined,2025-02,2025-02-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,53.5,29.0,24.5,0.5420560747663551
62d_combined,2025-03,2025-03-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,57.0,35.5,21.5,0.6228070175438597
62d_combined,2025-04,2025-04-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,63.0,43.5,19.5,0.6904761904761905
62d_combined,2025-05,2025-05-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,66.5,43.0,23.5,0.6466165413533834
62d_combined,2025-06,2025-06-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,65.0,39.5,25.5,0.6076923076923076
62d_combined,2025-07,2025-07-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,73.0,51.0,22.0,0.6986301369863014
62d_combined,2025-08,2025-08-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,49.5,33.0,16.5,0.6666666666666666
62d_combined,2025-09,2025-09-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,66.5,39.5,27.0,0.5939849624060151
62d_combined,2023-10,2023-10-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,235.5,90.5,145.0,0.3842887473460722
62d_combined,2023-11,2023-11-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,243.0,112.5,130.5,0.46296296296296297
62d_combined,2023-12,2023-12-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,196.5,94.5,102.0,0.48091603053435117
62d_combined,2024-01,2024-01-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,255.0,114.5,140.5,0.44901960784313727
62d_combined,2024-02,2024-02-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,232.0,114.5,117.5,0.49353448275862066
62d_combined,2024-03,2024-03-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,250.5,139.0,111.5,0.5548902195608783
62d_combined,2024-04,2024-04-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,250.0,111.0,139.0,0.444
62d_combined,2024-05,2024-05-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,283.0,130.0,153.0,0.45936395759717313
62d_combined,2024-06,2024-06-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,246.5,105.0,141.5,0.4259634888438134
62d_combined,2024-07,2024-07-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,295.5,169.5,126.0,0.5736040609137056
62d_combined,2024-08,2024-08-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,278.5,171.5,107.0,0.6157989228007181
62d_combined,2024-09,2024-09-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,251.0,136.5,114.5,0.5438247011952191
62d_combined,2024-10,2024-10-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,261.0,140.5,120.5,0.5383141762452107
62d_combined,2024-11,2024-11-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,244.0,139.0,105.0,0.569672131147541
62d_combined,2024-12,2024-12-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,248.0,143.0,105.0,0.5766129032258065
62d_combined,2025-01,2025-01-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,256.5,136.0,120.5,0.530214424951267
62d_combined,2025-02,2025-02-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,259.0,125.5,133.5,0.48455598455598453
62d_combined,2025-03,2025-03-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,249.0,129.0,120.0,0.5180722891566265
62d_combined,2025-04,2025-04-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,228.0,126.5,101.5,0.5548245614035088
62d_combined,2025-05,2025-05-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,232.0,116.0,116.0,0.5
62d_combined,2025-06,2025-06-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,288.5,156.5,132.0,0.5424610051993067
62d_combined,2025-07,2025-07-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,247.5,135.5,112.0,0.5474747474747474
62d_combined,2025-08,2025-08-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,269.5,169.5,100.0,0.6289424860853432
62d_combined,2025-09,2025-09-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,352.5,199.0,153.5,0.5645390070921986
62d_combined,2023-10,2023-10-01,RM3,NORTHERN CARE ALLIANCE NHS FT,322.5,176.5,146.0,0.5472868217054263
62d_combined,2023-11,2023-11-01,RM3,NORTHERN CARE ALLIANCE NHS FT,353.0,219.5,133.5,0.6218130311614731
62d_combined,2023-12,2023-12-01,RM3,NORTHERN CARE ALLIANCE NHS FT,288.0,199.5,88.5,0.6927083333333334
62d_combined,2024-01,2024-01-01,RM3,NORTHERN CARE ALLIANCE NHS FT,335.5,223.0,112.5,0.6646795827123696
62d_combined,2024-02,2024-02-01,RM3,NORTHERN CARE ALLIANCE NHS FT,348.0,218.5,129.5,0.6278735632183908
62d_combined,2024-03,2024-03-01,RM3,NORTHERN CARE ALLIANCE NHS FT,321.5,217.5,104.0,0.6765163297045101
62d_combined,2024-04,2024-04-01,RM3,NORTHERN CARE ALLIANCE NHS FT,360.0,252.0,108.0,0.7
62d_combined,2024-05,2024-05-01,RM3,NORTHERN CARE ALLIANCE NHS FT,359.5,229.0,130.5,0.6369958275382476
62d_combined,2024-06,2024-06-01,RM3,NORTHERN CARE ALLIANCE NHS FT,333.0,228.0,105.0,0.6846846846846847
62d_combined,2024-07,2024-07-01,RM3,NORTHERN CARE ALLIANCE NHS FT,326.5,228.0,98.5,0.6983154670750383
62d_combined,2024-08,2024-08-01,RM3,NORTHERN CARE ALLIANCE NHS FT,356.5,238.5,118.0,0.6690042075736325
62d_combined,2024-09,2024-09-01,RM3,NORTHERN CARE ALLIANCE NHS FT,329.5,210.0,119.5,0.637329286798179
62d_combined,2024-10,2024-10-01,RM3,NORTHERN CARE ALLIANCE NHS FT,350.0,229.5,120.5,0.6557142857142857
62d_combined,2024-11,2024-11-01,RM3,NORTHERN CARE ALLIANCE NHS FT,340.0,241.0,99.0,0.7088235294117647
62d_combined,2024-12,2024-12-01,RM3,NORTHERN CARE ALLIANCE NHS FT,358.5,241.0,117.5,0.6722454672245467
62d_combined,2025-01,2025-01-01,RM3,NORTHERN CARE ALLIANCE NHS FT,334.5,231.5,103.0,0.6920777279521674
62d_combined,2025-02,2025-02-01,RM3,NORTHERN CARE ALLIANCE NHS FT,339.0,220.0,119.0,0.6489675516224189
62d_combined,2025-03,2025-03-01,RM3,NORTHERN CARE ALLIANCE NHS FT,394.0,279.0,115.0,0.7081218274111675
62d_combined,2025-04,2025-04-01,RM3,NORTHERN CARE ALLIANCE NHS FT,324.5,240.0,84.5,0.7395993836671803
62d_combined,2025-05,2025-05-01,RM3,NORTHERN CARE ALLIANCE NHS FT,376.0,269.5,106.5,0.7167553191489362
62d_combined,2025-06,2025-06-01,RM3,NORTHERN CARE ALLIANCE NHS FT,355.0,247.0,108.0,0.6957746478873239
62d_combined,2025-07,2025-07-01,RM3,NORTHERN CARE ALLIANCE NHS FT,365.0,271.5,93.5,0.7438356164383562
62d_combined,2025-08,2025-08-01,RM3,NORTHERN CARE ALLIANCE NHS FT,302.0,223.5,78.5,0.7400662251655629
62d_combined,2025-09,2025-09-01,RM3,NORTHERN CARE ALLIANCE NHS FT,368.0,290.5,77.5,0.7894021739130435
62d_combined,2023-10,2023-10-01,RMC,BOLTON NHS FOUNDATION TRUST,142.0,110.0,32.0,0.7746478873239436
62d_combined,2023-11,2023-11-01,RMC,BOLTON NHS FOUNDATION TRUST,137.0,111.5,25.5,0.8138686131386861
62d_combined,2023-12,2023-12-01,RMC,BOLTON NHS FOUNDATION TRUST,107.5,86.5,21.0,0.8046511627906977
62d_combined,2024-01,2024-01-01,RMC,BOLTON NHS FOUNDATION TRUST,132.5,101.0,31.5,0.7622641509433963
62d_combined,2024-02,2024-02-01,RMC,BOLTON NHS FOUNDATION TRUST,118.0,96.5,21.5,0.8177966101694916
62d_combined,2024-03,2024-03-01,RMC,BOLTON NHS FOUNDATION TRUST,126.0,107.5,18.5,0.8531746031746031
62d_combined,2024-04,2024-04-01,RMC,BOLTON NHS FOUNDATION TRUST,126.5,98.0,28.5,0.7747035573122529
62d_combined,2024-05,2024-05-01,RMC,BOLTON NHS FOUNDATION TRUST,119.5,93.5,26.0,0.7824267782426778
62d_combined,2024-06,2024-06-01,RMC,BOLTON NHS FOUNDATION TRUST,132.5,107.0,25.5,0.8075471698113208
62d_combined,2024-07,2024-07-01,RMC,BOLTON NHS FOUNDATION TRUST,152.0,130.0,22.0,0.8552631578947368
62d_combined,2024-08,2024-08-01,RMC,BOLTON NHS FOUNDATION TRUST,143.0,125.0,18.0,0.8741258741258742
62d_combined,2024-09,2024-09-01,RMC,BOLTON NHS FOUNDATION TRUST,138.5,120.0,18.5,0.8664259927797834
62d_combined,2024-10,2024-10-01,RMC,BOLTON NHS FOUNDATION TRUST,124.5,107.5,17.0,0.8634538152610441
62d_combined,2024-11,2024-11-01,RMC,BOLTON NHS FOUNDATION TRUST,132.0,112.0,20.0,0.8484848484848485
62d_combined,2024-12,2024-12-01,RMC,BOLTON NHS FOUNDATION TRUST,147.5,130.0,17.5,0.8813559322033898
62d_combined,2025-01,2025-01-01,RMC,BOLTON NHS FOUNDATION TRUST,140.0,121.0,19.0,0.8642857142857143
62d_combined,2025-02,2025-02-01,RMC,BOLTON NHS FOUNDATION TRUST,140.5,115.0,25.5,0.8185053380782918
62d_combined,2025-03,2025-03-01,RMC,BOLTON NHS FOUNDATION TRUST,144.5,116.5,28.0,0.8062283737024222
62d_combined,2025-04,2025-04-01,RMC,BOLTON NHS FOUNDATION TRUST,146.0,127.0,19.0,0.8698630136986302
